,animals,animals activity,water,scenery,weather,human activity,language,plants
0,0.03839894011616707,0.07373055070638657,0.09878423810005188,0.03990890830755234,0.04674980789422989,0.0868111327290535,0.5863882899284363,0.029228148981928825
0,0.016082843765616417,0.0474419966340065,0.02853001467883587,0.030170753598213196,0.02724202163517475,0.6342308521270752,0.20177972316741943,0.014521853998303413
0,0.033711742609739304,0.07366779446601868,0.03606880456209183,0.026115279644727707,0.03775322437286377,0.7061339020729065,0.058585990220308304,0.02796323038637638
0,0.00906438659876585,0.020932525396347046,0.02070571295917034,0.01281204354017973,0.0073557705618441105,0.8744924068450928,0.047878384590148926,0.006758743431419134
0,0.32767900824546814,0.6381662487983704,0.00677152257412672,0.004990609362721443,0.0034727854654192924,0.008011460304260254,0.007967116311192513,0.002941211685538292
0,0.05722049996256828,0.16588225960731506,0.04599100723862648,0.06562898308038712,0.03239938244223595,0.2728350758552551,0.31582099199295044,0.044221799820661545
0,0.04264580085873604,0.16797244548797607,0.07286804169416428,0.05783611536026001,0.028444595634937286,0.37026241421699524,0.2263588011264801,0.033611755818128586
0,0.004225483164191246,0.028997816145420074,0.0049828882329165936,0.00469138752669096,0.006708479020744562,0.9346132874488831,0.010201836936175823,0.005578861106187105
0,0.017286494374275208,0.17979124188423157,0.016623402014374733,0.019135428592562675,0.02237563207745552,0.6867774724960327,0.019906627014279366,0.0381036177277565
0,0.03490230068564415,0.07395090162754059,0.04026321321725845,0.044130925089120865,0.044586386531591415,0.23448768258094788,0.5013137459754944,0.026364866644144058
0,0.02331533655524254,0.06773673743009567,0.05484060198068619,0.02336883172392845,0.022751973941922188,0.23319673538208008,0.5411537289619446,0.03363599255681038
0,0.004225483164191246,0.028997816145420074,0.0049828882329165936,0.00469138752669096,0.006708479020744562,0.9346132874488831,0.010201836936175823,0.005578861106187105
0,0.03668227791786194,0.14798110723495483,0.11347007006406784,0.06939364224672318,0.04556320607662201,0.4361059069633484,0.09024965018033981,0.06055409833788872
0,0.0257855337113142,0.0671692043542862,0.04284293204545975,0.07985348999500275,0.08761899173259735,0.5538200736045837,0.11902890354394913,0.023880835622549057
0,0.5417423844337463,0.43249863386154175,0.001309429993852973,0.0016039031324908137,0.00134769466239959,0.014609431847929955,0.005861349869519472,0.0010272323852404952
0,0.006241088733077049,0.023068122565746307,0.0066367099061608315,0.005493716802448034,0.00671604136005044,0.0278920978307724,0.013270290568470955,0.9106819033622742
0,0.01163893099874258,0.06829646229743958,0.13162213563919067,0.017852485179901123,0.028905322775244713,0.6684401631355286,0.06245887279510498,0.010785626247525215
0,0.003975098021328449,0.013077225536108017,0.0038681079167872667,0.0033045397140085697,0.0024597039446234703,0.0015042672166600823,0.0052491407841444016,0.9665619134902954
0,0.0058324565179646015,0.05840716511011124,0.018230145797133446,0.010312234982848167,0.005457842256873846,0.7588871121406555,0.12729786336421967,0.015575158409774303
0,0.009573675692081451,0.07836875319480896,0.03139686584472656,0.018978625535964966,0.011242273263633251,0.7619686722755432,0.06677454710006714,0.021696558222174644
0,0.05280240252614021,0.8212637901306152,0.0038542142137885094,0.002644944004714489,0.0037761926651000977,0.004824462346732616,0.10835901647806168,0.0024749378208070993
0,0.020498596131801605,0.10750100016593933,0.025914881378412247,0.062075886875391006,0.01790613867342472,0.02584647759795189,0.021037442609667778,0.7192196249961853
0,0.3403095006942749,0.6474388837814331,0.002241969108581543,0.0017703577177599072,0.0017714829882606864,0.001534376060590148,0.002890212694182992,0.0020432258024811745
0,0.019340772181749344,0.04897196590900421,0.045835115015506744,0.0573766864836216,0.02218618616461754,0.18475572764873505,0.5911768674850464,0.03035658784210682
0,0.6391372084617615,0.33172640204429626,0.004184190649539232,0.009194138459861279,0.0027118490543216467,0.004599865060299635,0.0042945523746311665,0.0041517834179103374
0,0.017631852999329567,0.15135860443115234,0.014876321889460087,0.008612616918981075,0.005840224213898182,0.7772031426429749,0.01795228011906147,0.0065248822793364525
0,0.06504423916339874,0.12996432185173035,0.05404781177639961,0.12522366642951965,0.08306267112493515,0.445536732673645,0.06199570372700691,0.03512481972575188
0,0.18924158811569214,0.7859516739845276,0.004039157647639513,0.00297748320735991,0.0028358097188174725,0.005658325739204884,0.006782758980989456,0.0025132298469543457
0,0.08012756705284119,0.1920488476753235,0.12225915491580963,0.10989942401647568,0.051736168563365936,0.23132476210594177,0.13741081953048706,0.07519328594207764
0,0.04189277067780495,0.10184604674577713,0.10230555385351181,0.07192572951316833,0.12105350941419601,0.40183377265930176,0.11446139961481094,0.04468124732375145
0,0.013542745262384415,0.030036257579922676,0.023419583216309547,0.03645198047161102,0.011426647193729877,0.6820431351661682,0.19375602900981903,0.009323712438344955
0,0.006372886709868908,0.010348871350288391,0.014164799824357033,0.00878189317882061,0.006156696006655693,0.9231402277946472,0.025575444102287292,0.005459170322865248
0,0.01753305085003376,0.079405277967453,0.05648616701364517,0.02270563505589962,0.022333817556500435,0.7152988910675049,0.05454966425895691,0.03168746456503868
0,0.0476626418530941,0.11957106739282608,0.05531273037195206,0.03704887628555298,0.03896041214466095,0.568118155002594,0.09915290772914886,0.03417316451668739
0,0.025876734405755997,0.2408849596977234,0.16688662767410278,0.08928189426660538,0.006081252824515104,0.4081020951271057,0.03967638313770294,0.02321009524166584
0,0.019675349816679955,0.06065020337700844,0.04330163449048996,0.021867014467716217,0.012834031134843826,0.7526296973228455,0.07043223083019257,0.018609704449772835
0,0.07432804256677628,0.8999871015548706,0.004265881609171629,0.0029868390411138535,0.0031510922126471996,0.004885723814368248,0.006903467234224081,0.0034917970187962055
0,0.0469370000064373,0.07884350419044495,0.061957359313964844,0.024739334359765053,0.03238499537110329,0.11386481672525406,0.611200749874115,0.030072182416915894
0,0.027403714135289192,0.07459951937198639,0.0708969309926033,0.06561218202114105,0.06226315721869469,0.551734983921051,0.11321523040533066,0.03427426889538765
0,0.039827827364206314,0.08751979470252991,0.08036550134420395,0.03735979273915291,0.028835823759436607,0.2078220248222351,0.4821917712688446,0.03607749566435814
0,0.011040359735488892,0.025103218853473663,0.020517103374004364,0.010332630015909672,0.01160229928791523,0.4613533318042755,0.44906753301620483,0.010983464308083057
0,0.002868823939934373,0.004028164315968752,0.0054844217374920845,0.0029118082020431757,0.0038217820692807436,0.9612957239151001,0.017073744907975197,0.0025155453477054834
0,0.03698853403329849,0.10272471606731415,0.12976424396038055,0.049385473132133484,0.056095968931913376,0.2975848913192749,0.2731840908527374,0.05427198484539986
0,0.010719134472310543,0.027462773025035858,0.018275639042258263,0.015744728967547417,0.008526433259248734,0.22941702604293823,0.6812364459037781,0.008617750369012356
0,0.005596991628408432,0.012646648101508617,0.008610405027866364,0.01639743149280548,0.00663222698494792,0.003930747043341398,0.006998924538493156,0.9391866326332092
0,0.20179574191570282,0.5420827269554138,0.00879553984850645,0.022615069523453712,0.013211787678301334,0.16354919970035553,0.03712004795670509,0.010829858481884003
0,0.03519507497549057,0.10470692068338394,0.08026085048913956,0.011997676454484463,0.016834044829010963,0.7175100445747375,0.022333884611725807,0.011161498725414276
0,0.36786818504333496,0.6087581515312195,0.002058998215943575,0.0015016754623502493,0.0013843589695170522,0.013052648864686489,0.004073801916092634,0.0013021081686019897
0,0.10363274067640305,0.2501484751701355,0.05211057886481285,0.043635591864585876,0.04425693675875664,0.4287933111190796,0.04501033574342728,0.032412029802799225
0,0.030792422592639923,0.0920124500989914,0.0376189649105072,0.029170513153076172,0.017338084056973457,0.6971620917320251,0.07384654134511948,0.022058898583054543
0,0.7167283296585083,0.27074775099754333,0.0018741971580311656,0.0018779212841764092,0.0015580328181385994,0.002161862328648567,0.0029069529846310616,0.0021449136547744274
0,0.0167160052806139,0.040550347417593,0.04309377819299698,0.029694516211748123,0.018559938296675682,0.353469580411911,0.46978995203971863,0.028125952929258347
0,0.04706057161092758,0.11483648419380188,0.1058577373623848,0.042181458324193954,0.050945814698934555,0.312443345785141,0.25258228182792664,0.07409235090017319
0,0.043521326035261154,0.17683462798595428,0.05801242217421532,0.05514810234308243,0.03152800723910332,0.49938759207725525,0.09773489832878113,0.037832941859960556
0,0.006462376099079847,0.02588772028684616,0.012495950795710087,0.879546582698822,0.005606822669506073,0.03907589986920357,0.013018671423196793,0.017905980348587036
0,0.009739171713590622,0.0256365817040205,0.025790587067604065,0.013411198742687702,0.007516848389059305,0.8586028814315796,0.037469495087862015,0.021833201870322227
0,0.0025360709987580776,0.034411851316690445,0.007679295726120472,0.0030701246578246355,0.0025260443799197674,0.9169152975082397,0.030681628733873367,0.002179595408961177
0,0.049679189920425415,0.22037743031978607,0.05969218909740448,0.05759333819150925,0.03727545589208603,0.4646676480770111,0.07822217792272568,0.03249256685376167
0,0.03241460770368576,0.12076961249113083,0.08678342401981354,0.05269817262887955,0.03881038725376129,0.5077081322669983,0.1281423717737198,0.03267330676317215
0,0.015870437026023865,0.08150032162666321,0.03042173758149147,0.06094157323241234,0.05418022349476814,0.06269320100545883,0.02162499912083149,0.6727675199508667
0,0.02756686694920063,0.063374362885952,0.14513461291790009,0.05717896670103073,0.09898035228252411,0.08636949956417084,0.47449198365211487,0.0469033382833004
0,0.06589162349700928,0.11167194694280624,0.07851006090641022,0.05207693949341774,0.05689181387424469,0.47389665246009827,0.10503307729959488,0.056027866899967194
0,0.03644177317619324,0.07596074789762497,0.06750323623418808,0.050084006041288376,0.03352975472807884,0.4824574589729309,0.22066037356853485,0.03336264565587044
0,0.030837612226605415,0.11202137172222137,0.10596571117639542,0.07582718133926392,0.03236464411020279,0.4528910517692566,0.14282599091529846,0.0472664050757885
0,0.005992468446493149,0.029150884598493576,0.021163765341043472,0.020791154354810715,0.010258209891617298,0.8767980933189392,0.01973452977836132,0.01611090451478958
0,0.0366869792342186,0.092902272939682,0.06262580305337906,0.11927925795316696,0.03786395490169525,0.4278373420238495,0.19095616042613983,0.031848255544900894
0,0.0352245531976223,0.12496966868638992,0.08581911027431488,0.059645120054483414,0.044381916522979736,0.44983336329460144,0.14020469784736633,0.059921544045209885
0,0.12223861366510391,0.738821804523468,0.013723356649279594,0.0350431427359581,0.010125615634024143,0.042842887341976166,0.028862478211522102,0.008342141285538673
0,0.04945947602391243,0.2168692797422409,0.027040742337703705,0.03235534951090813,0.020794561132788658,0.4048108756542206,0.07681484520435333,0.17185480892658234
0,0.08261319249868393,0.22462712228298187,0.07763705402612686,0.07541882991790771,0.09094256907701492,0.17653191089630127,0.13604982197284698,0.13617946207523346
